loan_id,funded_amount,funded_date,duration years,duration months,10 yr treasury index date funded,interest rate,payments,total past payments,loan balance,property value,purpose,firstname,middlename,lastname,employment length,quarter,months remain,year
LL0001404,1840000,2016-05-08,30,360,1.79,0.03388,8147.82,43,1489643.88,2086650,commerical property,Lauryn,Bridget,Roman,11,2016Q2,317,2016
LL0001220,1850000,2017-01-19,30,360,2.4739,0.04072,8909.15,35,1538179.87,2083850,commerical property,Makenzie,Izabella,Riley,5,2017Q1,325,2017
LL0001731,1860000,2017-09-03,30,360,2.1657,0.03764,8628.73,27,1627024.22,2082500,commerical property,Cayden,Andy,Parrott,12,2017Q3,333,2017
LL0000429,1780000,2013-04-23,30,360,1.74,0.03338,7832.9,80,1153367.83,2082200,commerical property,Raelynn,Arya,Ryan,12,2013Q2,280,2013
LL0001150,2004000,2019-02-23,30,360,2.65,0.04248,9856.13,10,1905438.71,2079600,commerical property,Finn,Peter,Riley,4,2019Q1,350,2019
LL0001383,1830000,2013-02-13,30,360,2.05,0.03648,8369.45,82,1143705.37,2075650,commerical property,Juniper,Braelyn,Juarez,2,2013Q1,278,2013
LL0001732,1968000,2017-06-18,30,360,2.1514,0.03749,9113.0,30,1694610.06,2074350,investment property,Olivia,Emma,Leonard,12,2017Q2,330,2017
LL0000683,1880000,2019-04-06,15,180,2.5,0.03798,13716.59,8,1770267.24,2073500,home,Eliza,Lila,Herrera,18,2019Q2,172,2019
LL0001426,1860000,2014-12-04,30,360,2.25,0.03848,8717.71,60,1336937.47,2072700,home,Zachary,Mateo,Ross,15,2014Q4,300,2014
LL0000995,1840000,2017-03-03,30,360,2.478,0.04076,8865.25,33,1547446.69,2071700,home,Destiny,Alexandria,Spencer,7,2017Q1,327,2017
LL0000198,1860000,2018-04-20,15,180,2.96,0.04258,13999.91,20,1580001.79,2071050,investment property,Josie,Lyric,Hanson,2,2018Q2,160,2018
LL0000950,2028000,2017-09-10,30,360,2.0507,0.03649,9276.14,27,1777544.31,2070150,home,Erick,Jayceon,Fowler,7,2017Q3,333,2017
LL0000260,1944000,2013-04-13,30,360,1.75,0.03348,8565.32,80,1258774.19,2066700,commerical property,Owen,Carter,Hutson,3,2013Q2,280,2013
LL0000841,1872000,2015-12-13,30,360,2.13,0.03728,8646.17,48,1456983.79,2066000,home,Matthew,Daniel,Barber,18,2015Q4,312,2015
LL0000845,1824000,2013-05-04,30,360,1.78,0.03378,8066.86,79,1186717.73,2065650,home,Eloise,Miriam,Fuller,3,2013Q2,281,2013
LL0000581,1944000,2013-05-27,30,360,2.01,0.03608,8847.05,79,1245083.3,2064500,home,Kennedi,Angelica,Gross,1,2013Q2,281,2013
LL0001607,1850000,2014-12-13,30,360,2.1,0.03698,8513.14,60,1339211.44,2062250,investment property,Siena,Isabella,Brennan,17,2014Q4,300,2014
LL0000653,1836000,2017-07-02,30,360,2.3037,0.03902,8661.93,29,1584803.97,2061650,investment property,Jake,Nicolas,Andrews,14,2017Q3,331,2017
LL0000517,1956000,2014-04-01,30,360,2.77,0.04368,9757.95,69,1282701.76,2061050,commerical property,Spencer,Zander,Garrett,14,2014Q2,291,2014
LL0001170,1840000,2017-11-02,15,180,2.345,0.03643,13283.43,25,1507914.24,2059500,investment property,Addilyn,Camilla,Terry,7,2017Q4,155,2017
LL0000924,1830000,2014-01-04,30,360,3.01,0.04608,9390.14,71,1163299.83,2059400,investment property,Romeo,Muhammad,Wiley,5,2014Q1,289,2014
LL0001504,1800000,2015-09-03,30,360,2.18,0.03778,8364.71,51,1373400.03,2059050,commerical property,Saylor,Caitlin,Vincent,11,2015Q3,309,2015
LL0000279,1908000,2015-01-06,30,360,1.97,0.03568,8640.36,59,1398218.71,2059050,investment property,Kelsey,Carmen,Warner,4,2015Q1,301,2015
LL0000254,1968000,2015-02-20,30,360,2.13,0.03728,9089.56,58,1440805.26,2056800,home,Willa,Cassandra,Sparks,15,2015Q1,302,2015
LL0000831,1740000,2012-07-20,15,180,1.49,0.02788,11839.51,89,686284.02,2056050,investment property,Brantley,Vincent,Arreola,14,2012Q3,91,2012
LL0001695,1764000,2013-12-16,30,360,2.89,0.04488,8925.36,72,1121374.39,2054350,home,Andre,Martin,Curtis,4,2013Q4,288,2013
LL0000639,1790000,2015-06-09,15,180,2.42,0.03718,12988.88,54,1088600.32,2053350,investment property,Rebekah,Lilian,Cabrera,10,2015Q2,126,2015
LL0000358,1800000,2016-01-20,30,360,2.01,0.03608,8191.71,47,1414989.63,2052100,commerical property,Zara,Sarai,Manning,3,2016Q1,313,2016
LL0000071,1900000,2015-01-21,30,360,1.87,0.03468,8497.95,59,1398621.18,2050300,commerical property,Mckenzie,Jordyn,Gordon,17,2015Q1,301,2015
LL0001635,1860000,2019-07-05,30,360,2.04,0.03638,8496.17,5,1817519.15,2049000,commerical property,Logan,Emely,Rodgers,14,2019Q3,355,2019
LL0000693,1780000,2015-03-06,30,360,2.24,0.03838,8332.59,57,1305042.21,2048100,investment property,Mariam,Janiyah,Houston,17,2015Q1,303,2015
LL0000774,1788000,2015-09-22,30,360,2.14,0.03738,8268.34,51,1366314.84,2046100,commerical property,Wesley,Cody,Irving,18,2015Q3,309,2015
LL0000263,1810000,2013-10-09,30,360,2.68,0.04278,8933.81,74,1148898.31,2043750,investment property,Kameron,Gage,Montgomery,18,2013Q4,286,2013
LL0000684,1830000,2018-02-26,30,360,2.86,0.04458,9226.73,22,1627011.97,2043700,investment property,Lincoln,Connor,Vincent,8,2018Q1,338,2018
LL0000816,1908000,2019-02-28,30,360,2.73,0.04328,9473.54,10,1813264.56,2043350,commerical property,Nicholas,Colton,Peterson,18,2019Q1,350,2019
LL0001659,1900000,2018-10-11,30,360,3.14,0.04738,9897.56,14,1761434.14,2042350,home,Malachi,Joel,Meyer,14,2018Q4,346,2018
LL0001495,2028000,2019-05-17,30,360,2.39,0.03988,9667.96,7,1960324.3,2039450,home,Calvin,Donovan,Echols,15,2019Q2,353,2019
LL0001183,1896000,2015-07-13,30,360,2.44,0.04038,9093.38,53,1414050.87,2037650,investment property,Kendrick,Quinn,Brennan,2,2015Q3,307,2015
LL0001361,1848000,2019-06-26,30,360,2.05,0.03648,8451.77,6,1797289.39,2037450,investment property,Alexander,Harrison,Nugent,5,2019Q2,354,2019
LL0000317,2028000,2019-07-25,15,180,2.08,0.03378,14376.62,5,1956116.89,2036000,commerical property,Juan,Roman,Felton,4,2019Q3,175,2019
LL0000495,1720000,2012-07-25,30,360,1.43,0.03028,7277.59,89,1072294.57,2035800,commerical property,Giovanni,Rylan,Jack,7,2012Q3,271,2012
LL0001014,1788000,2013-01-14,30,360,1.89,0.03488,8016.95,83,1122593.41,2035150,home,Julian,Luca,Lo,14,2013Q1,277,2013
LL0001145,1840000,2015-11-24,30,360,2.24,0.03838,8613.47,49,1417940.13,2034950,home,Xavier,Nicolas,Kaminski,9,2015Q4,311,2015
LL0001469,1872000,2014-06-11,30,360,2.65,0.04248,9206.92,66,1264343.08,2033500,commerical property,Alaia,Emma,Macias,4,2014Q2,294,2014
LL0001066,1968000,2016-09-13,30,360,1.7271,0.03325,8646.08,39,1630802.98,2028250,home,Rowan,Enzo,Merchant,2,2016Q3,321,2016
LL0000907,1752000,2014-10-17,30,360,2.22,0.03818,8181.54,62,1244744.8,2027100,investment property,Quinn,Abigail,Perry,4,2014Q4,298,2014
LL0000730,1890000,2012-08-01,30,360,1.56,0.03158,8130.27,89,1166405.93,2025450,investment property,Jase,Kaden,Payne,18,2012Q3,271,2012
LL0000640,1980000,2017-07-19,30,360,2.2696,0.03868,9302.77,29,1710219.72,2024800,home,Lily,Leia,Clark,15,2017Q3,331,2017
LL0000324,1860000,2014-04-11,30,360,2.63,0.04228,9126.14,68,1239422.33,2024550,commerical property,Karlee,Isabella,Jefferson,14,2014Q2,292,2014
LL0000760,1788000,2016-12-05,30,360,2.3941,0.03992,8527.94,36,1480994.12,2024100,investment property,Zayden,Emilio,Kruger,3,2016Q4,324,2016
LL0001015,1850000,2017-03-02,30,360,2.4779,0.04076,8913.43,33,1555856.73,2021750,commerical property,Haven,Veronica,Schwartz,13,2017Q1,327,2017
LL0000836,1890000,2019-06-14,30,360,2.09,0.03688,8686.53,6,1837880.85,2020050,home,Remington,Lane,Barnett,12,2019Q2,354,2019
LL0000910,1824000,2015-12-15,30,360,2.28,0.03878,8580.25,48,1412147.78,2017900,investment property,Omar,Jake,Lloyd,1,2015Q4,312,2015
LL0000408,1820000,2015-12-16,30,360,2.3,0.03898,8582.28,48,1408050.75,2013850,home,Matteo,Amir,Grant,16,2015Q4,312,2015
LL0000790,1890000,2013-05-09,30,360,1.81,0.03408,8390.18,79,1227175.68,2011400,home,Oakley,Danica,Garrison,3,2013Q2,281,2013
LL0001568,1700000,2012-10-21,30,360,1.79,0.03388,7527.87,86,1052602.82,2011400,investment property,Karina,Lilian,Harrington,12,2012Q4,274,2012
LL0000942,1716000,2013-09-11,30,360,2.93,0.04528,8723.29,75,1061753.08,2011150,investment property,Spencer,Drew,Chau,2,2013Q3,285,2013
LL0000852,1764000,2013-02-07,30,360,1.99,0.03588,8008.05,82,1107339.57,2009950,home,Robert,Thomas,Foley,7,2013Q1,278,2013
LL0000513,1830000,2016-09-22,30,360,1.6183,0.03216,7930.17,39,1520723.49,2009800,home,Chase,Nolan,Wood,10,2016Q3,321,2016
LL0001012,1830000,2013-06-24,30,360,2.57,0.04168,8914.87,78,1134640.25,2009100,investment property,Liam,Gunnar,Miller,7,2013Q2,282,2013
LL0000881,1872000,2012-08-18,30,360,1.81,0.03408,8310.27,88,1140695.82,2006600,commerical property,Owen,Carter,Nash,1,2012Q3,272,2012
LL0001223,1824000,2016-08-09,30,360,1.55,0.03148,7836.41,40,1510543.5,2006000,investment property,Walter,Lane,Singleton,15,2016Q3,320,2016
LL0001701,1872000,2012-09-09,30,360,1.67,0.03268,8165.57,87,1161595.64,2005500,investment property,Shawn,Jared,Cline,11,2012Q3,273,2012
LL0001171,1704000,2013-05-11,30,360,1.9,0.03498,7649.82,79,1099664.28,2005300,commerical property,Alan,Richard,Carrillo,5,2013Q2,281,2013
LL0001509,1788000,2014-09-15,30,360,2.6,0.04198,8741.54,63,1237282.98,2004700,home,Gunner,Allen,Christy,11,2014Q3,297,2014
LL0001655,1870000,2019-04-01,30,360,2.49,0.04088,9022.8,9,1788794.83,2003750,investment property,Wyatt,Maddox,Chester,10,2019Q2,351,2019
LL0001081,1812000,2012-11-04,30,360,1.75,0.03348,7983.73,85,1133383.23,2002700,home,Annie,Kira,Mcdaniel,14,2012Q4,275,2012
LL0000204,1944000,2016-10-19,30,360,1.7432,0.03341,8557.81,38,1618803.38,2002450,investment property,Jaiden,Malik,Will,9,2016Q4,322,2016
LL0001541,1810000,2016-01-14,30,360,2.1,0.03698,8329.07,47,1418533.49,2002400,investment property,Teresa,Olivia,Khan,16,2016Q1,313,2016
LL0000325,1692000,2012-12-06,30,360,1.59,0.03188,7306.24,84,1078275.94,2001100,commerical property,Connor,Levi,Kellogg,17,2012Q4,276,2012
LL0001624,1760000,2016-08-28,30,360,1.6296,0.03228,7638.4,40,1454464.14,2001050,home,Abigail,April,Davis,14,2016Q3,320,2016
LL0000908,1908000,2014-12-10,30,360,2.18,0.03778,8866.59,60,1376004.74,2000400,home,Maximus,Aidan,French,1,2014Q4,300,2014
LL0000299,1800000,2018-12-02,30,360,3.01,0.04608,9236.21,12,1689165.52,1999750,investment property,Easton,Jace,Gray,7,2018Q4,348,2018
LL0000586,1680000,2012-05-19,30,360,1.71,0.03308,7365.05,91,1009780.32,1999150,commerical property,Edgar,Anderson,Horn,1,2012Q2,269,2012
LL0001536,1752000,2013-02-11,30,360,1.99,0.03588,7953.58,82,1099806.65,1997750,commerical property,Chance,Gunner,Montoya,3,2013Q1,278,2013
LL0001576,1680000,2012-06-21,30,360,1.63,0.03228,7291.2,90,1023792.31,1997500,home,Christopher,Jameson,Dobbins,8,2012Q2,270,2012
LL0000801,1810000,2016-05-22,30,360,1.85,0.03448,8075.26,43,1462763.76,1995950,investment property,Camden,Ezra,Sun,17,2016Q2,317,2016
LL0001615,1896000,2014-07-12,15,180,2.53,0.03828,13861.62,65,994994.55,1995950,investment property,Maryam,Kaliyah,Monroe,3,2014Q3,115,2014
LL0000918,1848000,2015-03-19,30,360,1.98,0.03578,8379.02,57,1370396.02,1995450,investment property,William,Conner,Oconnor,3,2015Q1,303,2015
LL0000342,1840000,2018-02-03,30,360,2.84,0.04438,9255.35,22,1636382.33,1994850,investment property,Nora,Emily,Hill,12,2018Q1,338,2018
LL0000367,1776000,2018-01-10,30,360,2.55,0.04148,8631.13,23,1577484.05,1992050,investment property,Sasha,Rosemary,Bryan,11,2018Q1,337,2018
LL0000877,1752000,2013-07-15,30,360,2.57,0.04168,8534.89,77,1094813.43,1990050,commerical property,Alanna,Cynthia,Aguirre,18,2013Q3,283,2013
LL0001594,1880000,2013-12-28,30,360,3.02,0.04618,9657.95,72,1184627.72,1989750,investment property,Charleigh,Karen,Meyers,1,2013Q4,288,2013
LL0001304,1860000,2019-07-25,30,360,2.08,0.03678,8538.14,5,1817309.32,1988000,home,Bradley,Abraham,Nichols,7,2019Q3,355,2019
LL0001472,1680000,2013-01-01,30,360,1.78,0.03378,7430.01,84,1055879.46,1987800,investment property,Lucy,Charlotte,Flores,12,2013Q1,276,2013
LL0000660,1900000,2018-06-27,15,180,2.83,0.04128,14176.25,18,1644827.41,1987650,home,Judah,Myles,Lamb,1,2018Q2,162,2018
LL0000961,1860000,2016-07-15,15,180,1.6,0.02898,12753.77,41,1337095.41,1983250,commerical property,Myles,Sean,Lang,7,2016Q3,139,2016
LL0001284,1790000,2019-05-04,30,360,2.54,0.04138,8688.76,7,1729178.71,1982100,home,Maximiliano,Jeffrey,Cameron,14,2019Q2,353,2019
LL0000690,1720000,2012-04-07,30,360,2.07,0.03668,7885.77,92,994509.26,1981250,investment property,Noah,Declan,Lentz,9,2012Q2,268,2012
LL0001056,1932000,2017-05-25,30,360,2.2554,0.03853,9060.69,31,1651118.75,1979550,investment property,Aidan,Lane,Coles,18,2017Q2,329,2017
LL0001266,1810000,2017-05-10,15,180,2.4141,0.03712,13128.63,31,1403012.47,1978300,home,Jessa,Virginia,Wilcox,10,2017Q2,149,2017
LL0000975,1720000,2012-08-26,30,360,1.68,0.03278,7512.01,88,1058943.46,1974200,commerical property,Lucas,Cash,Singh,8,2012Q3,272,2012
LL0000159,1860000,2013-12-21,15,180,2.89,0.04188,13934.08,72,856745.89,1970100,commerical property,Emmanuel,Devin,Early,4,2013Q4,108,2013
LL0001330,1880000,2015-02-14,30,360,2.02,0.03618,8566.36,58,1383151.17,1969100,home,Justice,Holly,Rowe,6,2015Q1,302,2015
LL0001593,1690000,2014-08-07,15,180,2.43,0.03728,12271.62,64,904616.19,1968650,commerical property,Edward,Richard,Robertson,3,2014Q3,116,2014
LL0000580,1704000,2012-02-11,30,360,1.96,0.03558,7707.0,94,979542.28,1968050,investment property,Leon,Edwin,Becker,5,2012Q1,266,2012
LL0001216,1810000,2014-08-25,30,360,2.39,0.03988,8628.7,64,1257763.22,1967750,home,Ricardo,Jayceon,Gallegos,4,2014Q3,296,2014
LL0001692,1752000,2018-01-27,30,360,2.66,0.04258,8626.99,23,1553579.13,1967200,commerical property,Gavin,Adrian,Mock,5,2018Q1,337,2018
LL0000705,1880000,2018-08-07,15,180,2.98,0.04278,14169.49,16,1653288.15,1965600,home,Kameron,Fabian,Tierney,4,2018Q3,164,2018
LL0000220,1840000,2013-02-28,30,360,1.89,0.03488,8250.1,82,1163491.64,1964900,home,Brooks,Alexis,Lovelace,11,2013Q1,278,2013
LL0000592,1788000,2016-11-26,30,360,2.3572,0.03955,8489.86,37,1473875.01,1964550,home,Kyler,Mario,Barrett,3,2016Q4,323,2016
LL0000285,1780000,2019-11-19,30,360,1.79,0.03388,7882.13,1,1772117.87,1962150,home,Jimena,Tiffany,Strickland,12,2019Q4,359,2019
LL0001212,1690000,2015-01-26,30,360,1.83,0.03428,7521.1,59,1246255.37,1960050,investment property,Ariana,Elizabeth,Carter,17,2015Q1,301,2015
LL0001123,1730000,2017-04-07,30,360,2.3822,0.0398,8239.35,32,1466340.81,1959950,commerical property,August,Trevor,Chance,16,2017Q2,328,2017
LL0001396,1880000,2018-12-12,30,360,2.91,0.04508,9534.62,12,1765584.53,1959250,home,Averie,Marilyn,Navarro,8,2018Q4,348,2018
LL0000579,1704000,2015-12-01,15,180,2.15,0.03448,12138.13,49,1109231.55,1958600,commerical property,Wyatt,Gabriel,Sams,1,2015Q4,131,2015
LL0000154,1690000,2012-01-02,30,360,1.89,0.03488,7577.54,95,970133.77,1956050,home,Kennedy,Madison,Nguyen,10,2012Q1,265,2012
LL0001586,1812000,2018-10-08,30,360,3.23,0.04828,9537.63,14,1678473.21,1954500,home,Oscar,Preston,Osborne,11,2018Q4,346,2018
LL0001393,1890000,2016-07-22,30,360,1.57,0.03168,8140.58,41,1556236.17,1952900,investment property,Carlos,Brody,Clinton,2,2016Q3,319,2016
LL0001096,1700000,2016-01-17,15,180,2.03,0.03328,12009.92,47,1135533.75,1952250,home,Archer,Warren,Chavarria,13,2016Q1,133,2016
LL0001711,1692000,2015-08-26,30,360,2.18,0.03778,7862.82,52,1283133.2,1951450,home,Allen,Colt,Hancock,14,2015Q3,308,2015
LL0001481,1690000,2015-07-25,30,360,2.27,0.03868,7940.24,53,1269167.2,1951050,investment property,Omar,Jax,Chapman,4,2015Q3,307,2015
LL0000534,1670000,2014-07-24,30,360,2.52,0.04118,8086.86,65,1144354.09,1949350,commerical property,Elizabeth,Madison,Villarreal,16,2014Q3,295,2014
LL0001431,1644000,2013-02-27,30,360,1.91,0.03508,7389.64,82,1038049.67,1948950,investment property,Peyton,Ava,Cox,4,2013Q1,278,2013
LL0000809,1720000,2014-01-25,30,360,2.75,0.04348,8560.34,71,1112216.07,1948350,commerical property,Peter,Riley,Mcguire,8,2014Q1,289,2014
LL0001515,1770000,2013-08-05,30,360,2.67,0.04268,8726.0,76,1106824.16,1947000,investment property,Aiden,Collin,Rojas,3,2013Q3,284,2013
LL0001090,1704000,2013-04-24,30,360,1.73,0.03328,7489.06,80,1104875.35,1946150,investment property,James,Knox,Gross,14,2013Q2,280,2013
LL0000384,1824000,2019-12-04,30,360,1.77,0.03368,8056.77,0,1824000.0,1945400,commerical property,Manuel,Jay,Grier,13,2019Q4,360,2019
LL0001398,1640000,2013-04-17,30,360,1.73,0.03328,7207.78,80,1063377.69,1942500,commerical property,Lane,Mario,Larsen,17,2013Q2,280,2013
LL0001523,1800000,2012-03-13,15,180,2.14,0.03438,12813.15,93,608376.92,1942500,investment property,Cooper,Hudson,Ortega,8,2012Q1,87,2012
LL0001435,1660000,2014-06-08,30,360,2.6,0.04198,8115.75,66,1124360.67,1941650,investment property,Caleb,Anthony,Dickerson,13,2014Q2,294,2014
LL0000217,1860000,2018-11-16,30,360,3.08,0.04678,9622.08,13,1734912.91,1940550,investment property,Ezekiel,Raymond,Pfeiffer,1,2018Q4,347,2018
LL0000783,1788000,2018-03-22,30,360,2.83,0.04428,8983.2,21,1599352.75,1940500,home,Miguel,Ryker,Miranda,9,2018Q1,339,2018
LL0001277,1730000,2018-05-02,30,360,2.97,0.04568,8835.69,19,1562121.83,1940450,home,Margaret,Leilani,Romero,4,2018Q2,341,2018
LL0000817,1872000,2019-07-18,30,360,2.04,0.03638,8550.98,5,1829245.08,1940350,investment property,Clara,Emily,Butler,18,2019Q3,355,2019
LL0001519,1750000,2016-03-06,30,360,1.88,0.03478,7836.81,45,1397343.7,1939800,commerical property,David,Dawson,Gilbert,11,2016Q1,315,2016
LL0000833,1860000,2019-01-12,30,360,2.71,0.04308,9213.35,11,1758653.17,1937700,home,Mia,Ava,York,2,2019Q1,349,2019
LL0000906,1830000,2014-03-13,30,360,2.66,0.04258,9011.07,69,1208235.98,1936000,home,Kaleb,Bennett,Mack,8,2014Q1,291,2014
LL0001240,1680000,2012-07-23,15,180,1.47,0.02768,11415.24,89,664043.75,1935900,commerical property,Thomas,King,Kitchen,11,2012Q3,91,2012
LL0000101,1730000,2018-09-18,30,360,3.05,0.04648,8918.44,15,1596223.35,1933500,home,Jax,Nicolas,Salinas,4,2018Q3,345,2018
LL0000483,1700000,2013-10-16,30,360,2.69,0.04288,8400.84,74,1078337.83,1933400,investment property,Dawson,Zion,Shepherd,10,2013Q4,286,2013
LL0001545,1680000,2016-01-05,30,360,2.25,0.03848,7874.06,47,1309919.2,1932850,commerical property,Andres,Trenton,Linder,4,2016Q1,313,2016
LL0001737,1860000,2016-02-02,30,360,1.87,0.03468,8319.04,46,1477324.07,1931450,investment property,Michael,Paxton,Obrien,17,2016Q1,314,2016
LL0001468,1810000,2019-12-05,30,360,1.8,0.03398,8025.0,0,1810000.0,1931350,home,Allison,Mia,Adams,2,2019Q4,360,2019
LL0001366,1690000,2013-05-24,30,360,2.01,0.03608,7691.11,79,1082402.66,1930650,commerical property,Esme,Amelia,Johnson,18,2013Q2,281,2013
LL0000294,1800000,2016-03-20,30,360,1.88,0.03478,8060.72,45,1437267.8,1929100,home,Steven,Kingston,Gill,4,2016Q1,315,2016
LL0001723,1730000,2018-12-27,30,360,2.77,0.04368,8630.49,12,1626434.08,1928500,investment property,Briana,Marlee,Mullins,13,2018Q4,348,2018
LL0001554,1810000,2013-08-09,15,180,2.57,0.03868,13268.94,76,801560.66,1926800,commerical property,Luke,Lucas,Horn,18,2013Q3,104,2013
LL0001483,1640000,2014-04-07,30,360,2.71,0.04308,8123.6,68,1087595.37,1924750,commerical property,Jackson,Silas,Royal,13,2014Q2,292,2014
LL0001662,1668000,2015-11-08,30,360,2.34,0.03938,7903.78,49,1280714.68,1923750,investment property,Brittany,Jamie,Deleon,8,2015Q4,311,2015
LL0001391,1710000,2014-11-25,30,360,2.27,0.03868,8034.21,61,1219913.26,1923150,investment property,Seth,Erick,Guerra,13,2014Q4,299,2014
LL0000098,1900000,2018-09-26,30,360,3.06,0.04658,9806.21,15,1752906.83,1923100,home,Angelica,Giuliana,Blake,2,2018Q3,345,2018
LL0001694,1860000,2019-11-19,30,360,1.79,0.03388,8236.38,1,1851763.62,1922150,investment property,Lila,Alayna,Knight,5,2019Q4,359,2019
LL0000142,1848000,2019-04-26,30,360,2.51,0.04108,8938.08,8,1776495.33,1920500,investment property,Brooklynn,Arabella,Moreno,6,2019Q2,352,2019
LL0000245,1740000,2016-09-14,30,360,1.6976,0.03296,7616.59,39,1442953.06,1920200,home,Santiago,Gunner,Clemens,14,2016Q3,321,2016
LL0000936,1812000,2017-05-28,30,360,2.2465,0.03845,8489.63,31,1548821.41,1919400,investment property,Adrian,Landon,Castaneda,12,2017Q2,329,2017
LL0000546,1660000,2015-10-15,30,360,2.04,0.03638,7582.6,50,1280869.85,1916950,commerical property,Aiden,Noah,Dowling,17,2015Q4,310,2015
LL0000582,1632000,2014-05-11,15,180,2.62,0.03918,12004.75,67,827681.45,1915050,home,Francisco,Roberto,Corral,2,2014Q2,113,2014
LL0000935,1710000,2012-01-24,30,360,2.08,0.03678,7849.58,95,964290.26,1914950,investment property,Myah,Isabella,Johnson,10,2012Q1,265,2012
LL0001401,1710000,2018-09-13,30,360,2.97,0.04568,8733.55,15,1578996.8,1913750,home,Brantley,Zane,Vick,2,2018Q3,345,2018
LL0001681,1610000,2013-03-23,15,180,1.93,0.03228,11295.76,81,695043.42,1913750,home,Kyrie,Sergio,Horton,7,2013Q1,99,2013
LL0000981,1830000,2018-10-01,30,360,3.09,0.04688,9477.88,15,1687831.84,1912850,investment property,Noah,Caro,Johnson,16,2018Q4,345,2018
LL0000088,1840000,2016-02-20,30,360,1.76,0.03358,8117.27,46,1466605.79,1910550,home,Emilio,Corey,Bales,10,2016Q1,314,2016
LL0001555,1730000,2016-09-26,30,360,1.5839,0.03182,7464.66,39,1438878.43,1909600,commerical property,Ethan,Kason,Brown,1,2016Q3,321,2016
LL0000259,1860000,2017-04-26,30,360,2.3035,0.03902,8775.16,32,1579194.88,1909000,commerical property,Luke,Anthony,Perez,15,2017Q2,328,2017
LL0001660,1788000,2013-06-10,30,360,2.22,0.03818,8349.65,78,1136727.36,1907800,home,Martin,Garrett,Wong,8,2013Q2,282,2013
LL0000784,1780000,2016-05-03,30,360,1.81,0.03408,7901.86,43,1440219.85,1906900,commerical property,Muhammad,Grady,Wiggins,9,2016Q2,317,2016
LL0000501,1830000,2015-10-20,30,360,2.08,0.03678,8400.42,50,1409978.82,1906700,home,Adriel,Manuel,Sandoval,3,2015Q4,310,2015
LL0000550,1850000,2016-12-02,30,360,2.3831,0.03981,8811.93,36,1532770.5,1906250,investment property,Jose,Dominic,Contreras,13,2016Q4,324,2016
LL0001527,1660000,2013-02-11,30,360,1.99,0.03588,7535.92,82,1042054.25,1905750,investment property,Timothy,Everett,Todd,13,2013Q1,278,2013
LL0001637,1630000,2014-10-08,30,360,2.35,0.03948,7733.08,62,1150548.82,1905550,commerical property,Jayla,Jordan,Bishop,17,2014Q4,298,2014
LL0001374,1840000,2019-09-24,30,360,1.64,0.03238,7995.68,3,1816012.95,1904950,investment property,Caden,Brian,Hansen,7,2019Q3,357,2019
LL0000121,1700000,2015-05-09,30,360,2.16,0.03758,7880.68,55,1266562.37,1904900,investment property,Emmanuel,Ivan,Malone,1,2015Q2,305,2015
LL0001600,1810000,2014-11-07,30,360,2.32,0.03918,8555.87,61,1288091.91,1904050,home,Caleb,Wyatt,Baker,2,2014Q4,299,2014
LL0000096,1800000,2017-08-11,30,360,2.1888,0.03787,8373.92,28,1565530.32,1903650,investment property,Kenna,Elizabeth,Johnson,15,2017Q3,332,2017
LL0001034,1690000,2015-01-11,30,360,1.98,0.03578,7662.63,59,1237904.87,1900800,investment property,Julius,Johnathan,Shelton,14,2015Q1,301,2015
LL0000628,1824000,2015-10-19,15,180,2.04,0.03338,12894.83,50,1179258.32,1900750,commerical property,Camille,Talia,Montgomery,7,2015Q4,130,2015
LL0000747,1660000,2016-10-17,30,360,1.766,0.03364,7328.69,38,1381509.66,1898550,commerical property,Caden,Alejandro,Glover,18,2016Q4,322,2016
LL0001283,1770000,2016-04-11,30,360,1.73,0.03328,7779.13,44,1427718.4,1898000,commerical property,Oliver,Cristian,Harmon,17,2016Q2,316,2016
LL0001487,1788000,2017-07-08,30,360,2.3856,0.03984,8519.7,29,1540928.68,1893350,investment property,Andrew,David,Rowell,6,2017Q3,331,2017
LL0001163,1680000,2018-03-21,30,360,2.89,0.04488,8500.34,21,1501492.89,1892550,commerical property,Bentley,Xavier,Ortiz,4,2018Q1,339,2018
LL0000184,1720000,2013-11-26,30,360,2.71,0.04308,8519.87,73,1098049.45,1891350,investment property,Clark,Skyler,Hutchinson,7,2013Q4,287,2013
LL0000859,1870000,2018-11-24,30,360,3.05,0.04648,9640.17,13,1744677.83,1890150,home,Karson,Titus,Roberson,5,2018Q4,347,2018
LL0000645,1750000,2015-08-15,30,360,2.2,0.03798,8152.26,52,1326082.41,1890000,investment property,Felicity,Elle,Espinoza,6,2015Q3,308,2015
LL0000632,1690000,2015-08-18,30,360,2.2,0.03798,7872.76,52,1280616.73,1889850,home,Lilah,Arielle,Frazier,12,2015Q3,308,2015
LL0001548,1710000,2016-09-22,30,360,1.6183,0.03217,7411.09,39,1420967.4,1889800,home,Aaron,Jack,Cornett,11,2016Q3,321,2016
LL0001670,1690000,2018-12-04,30,360,2.91,0.04508,8571.02,12,1587147.8,1889650,home,Jayce,Silas,Woods,12,2018Q4,348,2018
LL0001575,1790000,2017-12-07,30,360,2.37,0.03968,8512.74,24,1585694.14,1887750,home,Skylar,Charlotte,Ramirez,8,2017Q4,336,2017
